customer_id,company_name,contact_name,email,country,indUnited Statestry,company_size,initial_plan,signup_date,acquisition_channel
CUST02899,Mendoza-Cunningham,Anthony Greer,abigail23@gutierrez.net,United Kingdom,,Small (2-10),Pro,4/6/2022,Paid Ads
CUST02900,"Lutz, Fowler and White",Jessica Barrett,fullertanya@henderson-ryan.com,Australia,HR & Recruiting,Small (2-10),Free,2/18/2024,Partner
CUST02901,Kelly-Johnson,Brandon Aguirre,laraalbert@allen.com,UAE,Real Estate,Medium (11-50),Pro,6/22/2022,Referral
CUST02902,Maddox Group,Tyler Kennedy,anthonywilson@miller-stewart.org,Australia,Consulting,Small (2-10),Business,12/5/2022,Social Media
CUST02903,Savage PLC,Dr. Jaime Lee PhD,chapmanchelsea@shepard.biz,Australia,Media,Enterprise (200+),Business,3/14/2024,Organic Search
CUST02904,Butler-Lee,Kristine Fowler,leephillip@lynch.com,United States,Healthcare,Small (2-10),Pro,7/2/2023,Organic Search
CUST02905,Wells PLC,Barbara Collins,johndunn@suarez.com,United States,Legal,Small (2-10),Pro,5/17/2024,Partner
CUST02906,Patel and Sons,Connor Fox,rpalmer@james-rodriguez.biz,United States,Design,Small (2-10),Business,5/24/2023,Direct
CUST02907,Jacobson-Ward,James Henry,turneralan@knapp.com,United Kingdom,Media,Small (2-10),Free,4/5/2023,Direct
CUST02908,"Strickland, Smith and George",Christina Davis,bjackson@ramos.com,United States,E-commerce,Medium (11-50),Business,3/26/2024,Partner
CUST02909,Jones PLC,Jordan Johnson,davistroy@miller.com,Netherlands,Design,Small (2-10),Pro,8/3/2023,Referral
CUST02910,Garner LLC,Nicholas Mathews,qbrewer@jackson-gordon.com,United States,Marketing,Small (2-10),Free,5/29/2024,Social Media
CUST02911,Schmidt LLC,Patrick Greer,shawn63@rose-miranda.com,United States,Consulting,Small (2-10),Free,1/24/2022,Referral
CUST02912,Ellis-Mclaughlin,Jamie Cruz,simmonsrichard@huang.com,Netherlands,Consulting,Small (2-10),Pro,5/13/2023,Organic Search
CUST02913,Foster and Sons,Jeremy Baker,katrina98@rodriguez.com,Pakistan,Healthcare,Enterprise (200+),Pro,10/26/2024,Direct
CUST02914,Bray-Vasquez,Margaret Brown,bstephens@lowery.com,United States,Healthcare,Solo,Free,10/24/2024,Social Media
CUST02915,Cooley PLC,Tammy Fitzgerald,bburns@nguyen-ramirez.info,United States,Real Estate,Enterprise (200+),Business,9/9/2024,Social Media
CUST02916,"Marsh, Morales and Carrillo",Chelsea Pierce,csanchez@harmon-flores.com,Germany,Finance,Solo,Free,2/15/2022,Organic Search
CUST02917,Shaw-Taylor,Christopher Stevens,marymiller@wells.com,United Kingdom,Consulting,Large (51-200),Business,5/24/2023,Paid Ads
CUST02918,"Garcia, Smith and Wright",Marcia Barrera,jessica00@romero.info,United States,Technology,Small (2-10),Pro,4/14/2024,Referral
CUST02919,Jones LLC,Lisa Wilson,lorijones@bennett.com,Other,Legal,Solo,Free,1/18/2023,Direct
CUST02920,"Nolan, Black and Mercado",Christina Norman,ocarter@hanson.com,United Kingdom,Consulting,Large (51-200),Pro,7/13/2022,Referral
CUST02921,Meyer LLC,Jennifer Huff,BRIANMARTINEZ@MARTIN.COM,Canada,E-commerce,Small (2-10),Pro,9/11/2023,Referral
CUST02922,Brown-Acevedo,Thomas Payne,jonathanhernandez@poole.com,France,Real Estate,Medium (11-50),Free,3/6/2022,Social Media
CUST02923,Mcbride-Woods,Brian Nixon,hsalinas@lynch.com,France,Design,Small (2-10),Pro,4/3/2024,Organic Search
CUST02924,"Chapman, Diaz and Le",Jon Mclean,williamrowe@brown-cox.info,India,,Medium (11-50),Pro,9/17/2022,Partner
CUST02925,Riley-Reyes,Carla Nelson MD,michael36@riley.org,Australia,E-commerce,Enterprise (200+),Pro,3/27/2022,Direct
CUST02926,"Smith, Adams and Rodriguez",Kevin Valdez,HUERTASHEILA@FOSTER.COM,United States,Legal,Solo,Free,10/25/2022,Organic Search
CUST02927,"Walker, Clark and Wolfe",Thomas Olson,dana63@thompson.com,Netherlands,HR & Recruiting,Medium (11-50),Business,4/9/2023,Social Media
CUST02928,Salazar-Mcknight,Brendan Gomez,wendy54@robinson.com,Australia,Finance,Medium (11-50),Pro,6/27/2023,Partner
CUST02929,"Smith, Miller and Guerra",Candace Lopez,brownjames@mcmillan-velez.com,India,Legal,Medium (11-50),Free,3/21/2024,Social Media
CUST02930,"Mckenzie, Fitzgerald and Cross",Kelly Reynolds,glenngilbert@scott-brown.com,India,Real Estate,Large (51-200),Pro,10/2/2023,Referral
CUST02931,Johnson and Sons,Daniel Chapman,ireed@moss.net,United States,HR & Recruiting,Medium (11-50),Pro,4/11/2022,Paid Ads
CUST02932,Acevedo Ltd,Tim Smith,valdezjanet@williams-sullivan.com,France,Finance,Large (51-200),Business,4/30/2022,Social Media
CUST02933,Cummings-Herring,Ricky Ellis,markgibbs@galloway-hill.biz,United Kingdom,HR & Recruiting,Solo,Free,4/2/2022,Partner
CUST02934,"Ramirez, Thompson and Mckinney",Mary Carter,pgonzales@maddox.com,United States,Legal,Medium (11-50),Pro,5/7/2022,Social Media
CUST02935,"Zamora, White and Dunn",Courtney Pitts,raydarin@ramirez.net,Canada,HR & Recruiting,Small (2-10),Business,3/1/2023,Paid Ads
CUST02936,"Conway, Christian and Richard",Vincent Bennett,ronaldgregory@giles-gomez.com,Canada,Technology,Small (2-10),Free,7/24/2022,Social Media
CUST02937,Nguyen LLC,Zachary Zimmerman,ryan13@edwards-moore.biz,United States,Real Estate,Solo,Pro,9/21/2024,Referral
CUST02938,Johnson-Warner,Roberto Navarro,zmunoz@johnson.com,United States,Technology,Enterprise (200+),Pro,10/6/2022,Social Media
CUST02939,"Richardson, Little and Mitchell",Joshua Raymond,cynthiagonzales@jenkins-larson.biz,India,Legal,Small (2-10),Business,2/8/2024,Direct
CUST02940,Anderson-Perez,Sara Maldonado,bobrien@lynch.com,Canada,E-commerce,Small (2-10),Free,6/9/2024,Referral
CUST02941,Wilson-Thomas,Patrick Elliott,shane65@werner.com,United States,E-commerce,,Business,11/28/2022,Social Media
CUST02942,Ward PLC,Phillip Harris,ashley43@garner-russo.info,United Kingdom,Healthcare,Large (51-200),Business,6/26/2024,Paid Ads
CUST02943,Sandoval-Powers,Ashley Kelly,collinsharold@chapman.net,Singapore,Consulting,Large (51-200),Pro,1/29/2023,Referral
CUST02944,Ramirez Inc,Jennifer Sanders,swilliams@ferguson.com,Singapore,HR & Recruiting,Large (51-200),Pro,6/13/2023,Social Media
CUST02945,"Alvarez, Keith and Nolan",Justin Wells,shirleykelley@goodman.net,India,Education,Solo,Free,11/21/2023,Direct
CUST02946,Wallace-Shepherd,Lance Thompson,pritter@dawson.com,United States,HR & Recruiting,Solo,Pro,12/12/2023,Social Media
CUST02947,Evans-Gonzalez,Nicholas Fisher,thomasgarrett@stevens-martin.org,France,Consulting,Solo,Free,11/25/2022,Social Media
CUST02948,Patterson-Combs,Renee Melton,charles08@hill-bauer.com,Pakistan,Healthcare,Small (2-10),Pro,5/26/2024,Social Media
CUST02949,"Alexander, Smith and Bailey",Ellen Fischer,jason70@harrison-garcia.com,Singapore,Marketing,Medium (11-50),Free,10/3/2022,Organic Search
CUST02950,Bailey-Thomas,Carl Singleton,callen@smith.com,United States,Legal,Enterprise (200+),Business,12/29/2022,Referral
CUST02951,"Stein, Jensen and Baker",Alexander Walters,jessicadiaz@oconnor.com,Other,Legal,Solo,Business,3/6/2024,Organic Search
CUST02952,Smith-Wagner,Ann Myers,john08@lindsey-martinez.com,Canada,Design,Medium (11-50),Free,8/10/2022,Social Media
CUST02953,Gibbs LLC,Justin White,slee@fernandez.com,United States,Education,Solo,Pro,9/19/2022,Social Media
CUST02954,"Pierce, Webb and Martinez",Joyce Torres,johnpeterson@james-berry.com,UAE,Design,Small (2-10),Free,1/28/2022,Social Media
CUST02955,Rogers-Miller,Dana Miller,ncordova@austin.biz,France,Consulting,Medium (11-50),Free,6/23/2023,Partner
CUST02956,Hunter-Cox,Christopher Choi,rsanchez@cohen-harris.biz,Brazil,Finance,Solo,Pro,8/16/2022,Partner
CUST02957,Lopez-Garza,Jeremy Montoya MD,lutzchristine@leonard.net,United Kingdom,Design,Small (2-10),Pro,9/7/2024,Social Media
CUST02958,Schmidt-Berry,Cheryl Doyle,kunderwood@barron.com,Canada,Consulting,Small (2-10),Business,4/9/2022,Referral
CUST02959,Hood-Lee,Molly Smith,benjamin79@simon-freeman.com,UAE,HR & Recruiting,Solo,Free,6/27/2023,Direct
CUST02960,"Romero, Kelly and Fisher",Jerome Perry,vfoster@fox-stein.com,Canada,Healthcare,Large (51-200),Free,4/22/2023,Partner
CUST02961,Jones-Murray,Andrew White,wwarner@sanchez.biz,United States,Media,Medium (11-50),Free,5/29/2024,Referral
CUST02962,Phillips and Sons,Thomas Mays,evanswilliam@williams-graves.org,France,Consulting,Large (51-200),Business,10/26/2022,Paid Ads
CUST02963,Hughes LLC,Robert Collins,walkeranthony@kim-lowe.com,United States,Design,Medium (11-50),Pro,7/5/2024,Social Media
CUST02964,Nunez-Huang,Jonathan Leach,michaelturner@morrow-porter.com,Canada,Finance,Enterprise (200+),Pro,6/23/2022,Referral
CUST02965,Cox-Horton,Karen Kline,maryfarmer@khan-gross.com,Canada,Legal,Solo,Business,12/7/2022,Direct
CUST02966,Castro-Williams,Danielle Martinez DVM,pruiz@escobar-stuart.info,India,Education,Large (51-200),Business,2/17/2024,Partner
CUST02967,Williams Group,Debra Franklin,sarahaguirre@thomas.org,Netherlands,Finance,Solo,Pro,5/5/2022,Organic Search
CUST02968,"Pierce, Pena and Miller",Kathy White,karentran@crosby.biz,United Kingdom,Real Estate,Medium (11-50),Free,6/7/2023,Paid Ads
CUST02969,"Sullivan, Smith and Arroyo",Laura Byrd,markschmidt@alexander.com,India,Real Estate,Medium (11-50),Free,10/28/2023,Paid Ads
CUST02970,Ruiz Inc,Carrie Montgomery,nelsonandrew@miller.info,France,Design,Large (51-200),Business,11/9/2023,Partner
CUST02971,Lloyd-Simmons,John Frost,morganandrade@figueroa-lewis.com,Canada,Media,Medium (11-50),Free,8/1/2022,Direct
CUST02972,Kim-Buck,Joshua Moore,charleserickson@washington.net,Canada,Consulting,Solo,Free,8/10/2023,Referral
CUST02973,"Silva, Gonzalez and Jordan",Alan Gomez,michaelrivera@newton.com,United States,Healthcare,Medium (11-50),Free,6/5/2023,Social Media
CUST02974,Smith PLC,Sheena Berger,sara69@scott-taylor.com,Netherlands,Education,Small (2-10),Pro,4/20/2022,Partner
CUST02975,"Stewart, Williams and Cline",Jeremy Lee,ellissherri@vazquez.com,Canada,Legal,,Pro,5/16/2022,Organic Search
CUST02976,Castaneda-Garcia,Amy Garcia,mhernandez@herrera.org,Germany,Design,Medium (11-50),Business,2/1/2022,Partner
CUST02977,Mills-Kelly,Victoria Howard,santanalori@griffin-rogers.com,United States,Media,Medium (11-50),Free,10/19/2023,Direct
CUST02978,Luna-Thompson,Justin Butler,codyreyes@hebert-jones.com,France,Real Estate,Medium (11-50),Business,6/8/2023,Direct
CUST02979,"Scott, Johnson and Griffin",Hector Acevedo,bramos@williams.biz,Other,Design,Medium (11-50),Pro,5/21/2024,Direct
CUST02980,Campbell PLC,Christopher Rodriguez,myersjohn@williams.com,United Kingdom,Design,Enterprise (200+),Free,5/5/2022,Social Media
CUST02981,Higgins Ltd,Nicholas Hunt,cory15@roach.org,United States,E-commerce,Small (2-10),Free,8/3/2022,Paid Ads
CUST02982,"White, Shaffer and Short",Patricia Webb,anthony66@peterson.biz,Netherlands,Legal,Large (51-200),Business,3/16/2022,Social Media
CUST02983,"Mullins, Walker and Scott",Brittany Villarreal,lanejennifer@johnson.info,United States,Legal,Solo,Free,6/2/2023,Partner
CUST02984,"Moran, Arias and Smith",Mrs. Maria Garcia,eddiesanchez@miller.com,Australia,Real Estate,Solo,Free,4/9/2023,Organic Search
CUST02985,Allen-Adams,Destiny Cruz,thomas71@fleming.com,Other,Media,Enterprise (200+),Free,11/6/2022,Paid Ads
CUST02986,"Green, Graves and Ramirez",David Foster,olester@york.com,Other,Technology,Medium (11-50),Pro,3/7/2023,Partner
CUST02987,"Henry, Fleming and Warren",Bryce Baldwin,chapmanariel@hall.net,United States,Technology,Solo,Business,3/11/2023,Paid Ads
CUST02988,"Ward, Goodwin and Pena",Aimee Becker,danielserrano@lopez.com,United States,Legal,Solo,Free,4/17/2023,Social Media
CUST02989,Smith PLC,Julie Lopez,sarah84@peterson.com,Canada,Legal,Solo,Business,8/2/2024,Partner
CUST02990,Edwards-Cox,Donald Shaw,michael65@manning.com,India,Healthcare,Solo,Pro,9/11/2024,Paid Ads
CUST02991,"Martin, Schneider and Torres",Emily Martinez,ELIZABETH38@RAYMOND.COM,United Kingdom,Design,Solo,Free,2/3/2024,Paid Ads
CUST02992,Jackson-Moss,Jose Gonzalez,wanda30@hines.com,UAE,Marketing,Medium (11-50),Pro,8/16/2023,Direct
CUST02993,"Reyes, Evans and King",Oscar Walker,brendaromero@wong.com,Singapore,Legal,Small (2-10),Pro,4/8/2022,Partner
CUST02994,Boyd-Hall,Brett Kim,rileyfrye@rivera.org,United States,Real Estate,Small (2-10),Business,10/11/2022,Referral
CUST02995,"Sanders, Ray and Lyons",Sarah Gallegos,evan11@williams.net,United States,Technology,Solo,Pro,7/20/2022,Social Media
CUST02996,"Edwards, Anderson and Burgess",Joseph Martin,tammyharper@sharp-kline.com,Brazil,Healthcare,Solo,Business,4/7/2024,Referral
CUST02997,Long-Miller,Jack Johnson,mercerglenn@garrett.net,Canada,Design,Solo,Free,2/16/2024,Organic Search
CUST02998,Moore and Sons,Dave Murphy,ldunn@parker.biz,Canada,Healthcare,Large (51-200),Free,6/11/2024,Organic Search
CUST02999,Hartman and Sons,Mark Gray,justineverett@maddox.biz,Brazil,Marketing,Small (2-10),Free,3/15/2024,Partner
CUST03000,Roberson LLC,Dr. Amanda Allen,abigail56@atkins.com,Other,Education,Solo,Free,4/6/2023,Organic Search
CUST03001,Jones-Davis,Anna Garcia,umccoy@smith.com,Germany,,Enterprise (200+),Pro,3/27/2024,Direct
CUST03002,Wells-Morris,Joshua Vaughn,bwilliams@martin.com,United Kingdom,E-commerce,Medium (11-50),Free,1/31/2022,Direct
CUST03003,Price-Howell,Mrs. Kathryn Thomas,petersjacob@anderson-young.com,United States,Real Estate,Solo,Pro,2/19/2023,Direct
CUST03004,Dunlap-Soto,Mary Zimmerman,lchapman@rojas.org,United States,Legal,Medium (11-50),Pro,4/9/2024,Paid Ads
CUST03005,Reed-Smith,Angelica Williams,stacy87@hamilton.com,Australia,Marketing,Medium (11-50),Pro,6/6/2024,Social Media
CUST03006,"Ayala, York and Park",Elizabeth Barrett,jpadilla@miller-walsh.biz,Singapore,Real Estate,Solo,Free,9/20/2024,Social Media
CUST03007,Hunt-Rogers,Mr. George George,snyderkelsey@edwards.com,United Kingdom,E-commerce,Large (51-200),Free,1/5/2023,Direct
CUST03008,"White, Castillo and Harmon",Randall Ramos,mosleyjennifer@lowery.com,United States,Design,Enterprise (200+),Business,4/30/2023,Referral
CUST03009,Mckenzie-Bush,Michael Jackson,lopezrachel@white-mcdaniel.com,France,Consulting,Medium (11-50),Pro,7/19/2024,Social Media
CUST03010,Robbins-Ryan,Ruben Kelley,stephaniemills@byrd-cross.info,United Kingdom,Real Estate,Solo,Business,1/31/2022,Referral
CUST03011,"Kim, Romero and Klein",Sarah Santiago,LMOSLEY@MUNOZ.COM,UAE,Legal,Large (51-200),Pro,10/13/2022,Organic Search
CUST03012,Mcbride LLC,Kim Smith,david81@rhodes-schroeder.com,Canada,Design,Small (2-10),Free,8/1/2024,Paid Ads
CUST03013,Ruiz and Sons,Melanie Montgomery,fjohnson@munoz.com,United States,Marketing,Medium (11-50),Pro,9/26/2024,Direct
CUST03014,Wilson-Kelley,Rebecca Allen,davidperez@herring.com,United States,Consulting,Medium (11-50),Pro,10/24/2022,Social Media
CUST03015,"Walker, Wood and Webster",Jenna Farmer,danielbowen@trevino.info,United States,Education,Solo,Business,6/30/2023,Direct
CUST03016,"Davenport, Fernandez and Watson",John Adams II,yvonnejohnson@cowan-cox.com,Canada,Healthcare,Large (51-200),Business,6/2/2022,Referral
CUST03017,Garcia-Myers,Kayla Rivera,mturner@cervantes.net,Brazil,HR & Recruiting,Solo,Pro,6/30/2023,Referral
CUST03018,Jones-Phillips,William Johnson,kristen10@scott.com,Canada,Legal,Large (51-200),Free,2/3/2024,Direct
CUST03019,Huerta LLC,Colton Reed,mitchellbrandon@burgess.com,United States,Technology,Large (51-200),Business,10/17/2022,Organic Search
CUST03020,Green-Pineda,Antonio Nguyen,LINDA12@ALLEN.COM,United States,Education,Small (2-10),Business,4/12/2022,Social Media
CUST03021,Christian-Jones,Erica Ryan,thanson@nelson.com,Pakistan,Consulting,Small (2-10),Free,7/18/2023,Referral
CUST03022,Wong-Cunningham,Daniel White,carterpaul@brooks.net,Other,Real Estate,,Business,8/20/2024,Referral
CUST03023,King-Conner,Patrick Graham,harrisonalan@may.com,United States,Legal,Solo,Pro,7/28/2023,Paid Ads
CUST03024,"Brown, Crawford and Sparks",Cheryl Hunt,hernandezjared@willis.com,India,Consulting,Medium (11-50),Free,11/26/2022,Social Media
CUST03025,Avila LLC,Kimberly Cruz,jaredgiles@williams.com,United Kingdom,Education,,Free,5/29/2022,Organic Search
CUST03026,Newton and Sons,Matthew Barry,BRENT85@BECKER.COM,Singapore,Technology,Enterprise (200+),Free,5/1/2022,Direct
CUST03027,"Blackburn, Shepard and Sanchez",Jason Gomez,georgemurillo@dodson.com,Other,Marketing,Medium (11-50),Business,2/1/2024,Partner
CUST03028,Lyons-Andrews,Brianna Miller,yolson@hamilton-fuentes.net,United Kingdom,Technology,Small (2-10),Pro,6/26/2022,Partner
CUST03029,Johnson LLC,Frank Foster,njones@griffith.com,United States,Technology,Large (51-200),Business,1/13/2024,Paid Ads
CUST03030,"Gibson, Guzman and Hammond",Kathleen Howell,uoneill@williams-evans.biz,United States,Real Estate,Small (2-10),Business,2/13/2023,Referral
CUST03031,"Rice, Davis and Anderson",Jennifer Acosta,omoore@owens-brown.com,United States,HR & Recruiting,Small (2-10),Business,1/31/2022,Organic Search
CUST03032,Fletcher-Yoder,Christopher Thomas,stephensnyder@johnson.info,Australia,Design,Small (2-10),Pro,10/29/2024,Referral
CUST03033,Gordon-Perez,Caitlyn Sherman,edowns@roy.info,Netherlands,Media,Solo,Pro,4/10/2023,Social Media
CUST03034,Ramirez Inc,Tracy Stewart,itorres@martinez-gibson.com,France,Healthcare,Small (2-10),Free,3/13/2023,Referral
CUST03035,"Garcia, Stone and Conley",Amy Chapman,tbrown@flores.com,Singapore,Real Estate,Small (2-10),Pro,8/25/2024,Partner
CUST03036,Olson Group,Cameron Perry,michaelbarry@sullivan.net,Other,Legal,Small (2-10),Free,10/17/2022,Organic Search
CUST03037,"Howard, Garcia and Price",Candice Blankenship,brendan26@rivera.info,Brazil,Healthcare,Medium (11-50),Free,3/13/2023,Referral
CUST03038,Robinson-Davis,Timothy Fowler,michael42@lowery.com,United States,E-commerce,Large (51-200),Pro,4/3/2022,Paid Ads
CUST03039,Lawrence-Meza,Loretta Hernandez,jack63@keller.com,Canada,Design,Small (2-10),Business,5/21/2022,Referral
CUST03040,"Rodriguez, Davila and Montgomery",Kathy Flores,charles00@robinson.com,United States,Education,Large (51-200),Business,6/15/2024,Paid Ads
CUST03041,"Harvey, Long and Alvarez",Gregory Peterson,timothymills@baker.com,Australia,Legal,Small (2-10),Free,5/11/2024,Social Media
CUST03042,Thomas-Ramirez,Denise Gamble,masonoscar@gilmore.com,India,Finance,Small (2-10),Pro,3/21/2022,Partner
CUST03043,"Mckinney, Miller and Harvey",Jennifer Crane,christopherweiss@blanchard.com,Brazil,Legal,Enterprise (200+),Pro,5/30/2023,Paid Ads
CUST03044,Conner LLC,Jeremy Mullins,alfred71@bullock.com,Netherlands,HR & Recruiting,Small (2-10),Business,10/14/2023,Referral
CUST03045,Smith-Smith,Amber Phillips,KATIE16@GOULD-AVILA.INFO,Brazil,Technology,Medium (11-50),Free,4/11/2024,Social Media
CUST03046,Johnson Ltd,Jessica Phelps,stephaniealexander@garcia.com,UAE,Media,Medium (11-50),Free,6/28/2024,Direct
CUST03047,Moore and Sons,Ian Rose,brownpaula@rocha.com,United Kingdom,Finance,Small (2-10),Free,11/19/2023,Direct
CUST03048,Smith-Fleming,James Moss,ashley50@thompson-love.net,India,Education,Solo,Free,1/10/2023,Referral
CUST03049,"Garner, King and Jenkins",Bailey Bruce,bradfrancis@key.com,United States,Technology,Medium (11-50),Free,8/8/2022,Partner
CUST03050,"Vaughn, Thompson and Collier",Michelle Bryant,davidtaylor@lowe-swanson.com,Brazil,Marketing,,Free,7/28/2022,Social Media
CUST03051,Guzman-Dickerson,Eric Fuller,kerryreed@barrett-farmer.com,United States,Education,Enterprise (200+),Business,3/5/2024,Partner
CUST03052,Mcdaniel Group,Jessica Diaz,kimberlypruitt@webb.com,India,Consulting,Solo,Pro,6/30/2024,Partner
CUST03053,Carroll-Hester,Gary Walker,qnicholson@owens-armstrong.org,United Kingdom,Education,Medium (11-50),Business,2/18/2022,Referral
CUST03054,Parsons-Velasquez,Lisa Wood,rodrigueztom@jordan-lynn.com,India,HR & Recruiting,Enterprise (200+),Free,6/20/2022,Social Media
CUST03055,Merritt Inc,Michael Kelley,stephanieanderson@smith-macdonald.com,Singapore,Technology,Enterprise (200+),Free,10/5/2023,Social Media
CUST03056,"Walker, Dennis and Rubio",Mary Gonzalez,jonathan61@thompson.com,United States,Design,Solo,Free,4/14/2022,Paid Ads
CUST03057,Bryant-Holmes,Robert Brown,ycolon@andrade-price.com,Pakistan,Healthcare,Medium (11-50),Pro,12/12/2023,Social Media
CUST03058,Cruz PLC,Julie Garner,pamelamorrison@scott.com,United States,Media,Small (2-10),Business,11/27/2023,Organic Search
CUST03059,Powell Group,Daniel Sanchez,cpatel@campbell.biz,India,Legal,Large (51-200),Free,6/26/2024,Referral
CUST03060,Rosales-Newman,Luis Sanchez,scottduncan@lopez.info,Germany,Marketing,Enterprise (200+),Free,1/20/2024,Social Media
CUST03061,"Sparks, Hernandez and Ortiz",Richard Riley,norriskyle@singh-west.com,Pakistan,Design,Medium (11-50),Business,8/13/2023,Organic Search
CUST03062,Mcmillan PLC,Gerald Elliott,matthew79@hoover.com,India,Education,Medium (11-50),Free,2/21/2023,Paid Ads
CUST03063,Smith-Jefferson,Renee Williams,graysamantha@torres.info,France,Design,Small (2-10),Pro,3/6/2022,Referral
CUST03064,Oneill-Snyder,Brian Hunter,jamesoneal@brown.net,United States,Marketing,Small (2-10),Pro,5/12/2022,Paid Ads
CUST03065,Thomas-Andrews,Scott Gordon DVM,wardjessica@ferguson.com,Brazil,Legal,Medium (11-50),Free,11/21/2023,Referral
CUST03066,Cox-Carrillo,Christopher Medina,frederickpeterson@wheeler.com,Singapore,Real Estate,Small (2-10),Free,12/10/2023,Referral
CUST03067,Miller-Marshall,Teresa Carroll,bradleysolis@beasley.org,United States,E-commerce,Small (2-10),Free,10/28/2022,Social Media
CUST03068,Mitchell-Davis,Alexander Henson,anitajohnson@alexander-morse.com,Germany,Legal,Small (2-10),Free,1/27/2022,Organic Search
CUST03069,"Hudson, Harris and Smith",David Hinton,josephsaunders@wright-norris.org,Australia,Technology,Medium (11-50),Pro,5/31/2022,Partner
CUST03070,"Davis, Sherman and Gonzalez",Joshua Murphy,urichmond@pittman-robles.com,Other,Consulting,Medium (11-50),Pro,5/10/2023,Partner
CUST03071,"Strickland, Wallace and Ibarra",Amanda Jones,ashleyhowe@woods.com,Germany,Real Estate,Medium (11-50),Free,3/23/2023,Partner
CUST03072,"Thornton, Austin and Brooks",Donna Rivera,woodjenna@ross-taylor.net,France,Media,Solo,Free,2/7/2024,Social Media
CUST03073,Leon Ltd,Carolyn Werner,beth43@harmon.biz,United Kingdom,Education,Solo,Free,11/18/2022,Organic Search
CUST03074,Barrett LLC,Kristen York,martinezwilliam@wiggins.net,Canada,Consulting,Enterprise (200+),Business,5/30/2022,Paid Ads
CUST03075,Carter-King,Eric Morris,nicholas83@hoffman-stevens.com,United States,Technology,Medium (11-50),Free,8/9/2023,Partner
CUST03076,"Kelly, Patel and Taylor",Victor Palmer,ashleylopez@hansen.info,Germany,Finance,Medium (11-50),Pro,1/18/2023,Paid Ads
CUST03077,Taylor-Jones,Holly Vega,gregory01@wise-anderson.info,United Kingdom,Technology,Solo,Free,9/23/2023,Direct
CUST03078,"Velasquez, Lee and Wright",Lisa Davis,racheljohnson@myers.net,Germany,Technology,Large (51-200),Pro,3/23/2022,Organic Search
CUST03079,Houston and Sons,Emily Newton,trujillodaniel@kelly.com,Canada,Marketing,,Free,4/27/2024,Organic Search
CUST03080,Howell-Lewis,Mr. Alejandro Mckenzie,xhood@harris.biz,United Kingdom,Technology,Small (2-10),Free,2/26/2024,Referral
CUST03081,Silva-Hill,Kathleen Brown,barbara05@nunez-church.info,Pakistan,Real Estate,Enterprise (200+),Business,11/17/2023,Direct
CUST03082,Aguirre Ltd,Kim Luna,scott51@nunez-miller.com,United Kingdom,Consulting,Medium (11-50),Free,7/12/2024,Direct
CUST03083,Johnson LLC,Roger Lindsey,eric96@mitchell.com,United Kingdom,Finance,Small (2-10),Free,5/17/2024,Social Media
CUST03084,"Lewis, Parrish and Ortiz",Jessica Walker,josephalexander@hall-brown.biz,Singapore,Education,Large (51-200),Pro,1/2/2023,Paid Ads
CUST03085,Crawford-Schultz,Benjamin Ryan,kevinfrancis@evans.com,United States,Design,Enterprise (200+),Business,6/9/2022,Organic Search
CUST03086,Wood Inc,Joseph Owens,rcastaneda@bender.com,United States,Finance,Large (51-200),Business,6/30/2024,Direct
CUST03087,"Lee, Sullivan and Williams",Tanya Johnson,ocooper@eaton.net,United States,Marketing,Small (2-10),Business,1/13/2022,Partner
CUST03088,"Shannon, Norton and Weeks",Jennifer Martinez,jenniferwilliams@huffman.com,United States,Marketing,Enterprise (200+),Pro,12/17/2022,Social Media
CUST03089,Barnes Group,Brian Baker,parksjessica@richardson.org,India,Marketing,Medium (11-50),Free,1/9/2022,Direct
CUST03090,Payne-Rodriguez,Mr. James Walters,taratrevino@johnson-ramos.info,United States,Marketing,Small (2-10),Pro,6/13/2024,Partner
CUST03091,Copeland-Duke,Daniel Campos,odonnellsteven@smith.info,Australia,Consulting,Small (2-10),Business,10/3/2023,Partner
CUST03092,Larsen-Vasquez,April Burns,higginsscott@miller-hernandez.com,United Kingdom,Education,Medium (11-50),Pro,7/12/2022,Paid Ads
CUST03093,Robinson-Martinez,Mark Esparza,michelle89@shea-price.net,Australia,Finance,Large (51-200),Free,9/7/2024,Social Media
CUST03094,"Moore, Patel and Holmes",Amber Olson,mariahestrada@young-bennett.com,Canada,Legal,Medium (11-50),Business,11/13/2022,Referral
CUST03095,Hansen-Smith,Danny Brooks,sullivanwayne@flores.com,Pakistan,Marketing,Small (2-10),Free,11/11/2023,Direct
CUST03096,Walters LLC,Steve Gonzales,taylor95@wu-arroyo.com,United States,Technology,Large (51-200),Pro,10/10/2022,Paid Ads
CUST03097,Hughes-Scott,Charles Cooper,cookjacqueline@perez.com,Australia,Finance,Medium (11-50),Business,8/27/2023,Paid Ads
CUST03098,Miller PLC,Stephanie Sloan,ppeterson@boyd-robertson.biz,United States,Healthcare,Solo,Free,11/15/2022,Partner
CUST03099,Le-Hernandez,Sarah Wilson,iolson@chambers.com,India,Design,Enterprise (200+),Free,3/9/2023,Social Media
CUST03100,Wyatt PLC,Lindsey Randall,trevor69@flores.info,Australia,HR & Recruiting,Medium (11-50),Pro,1/8/2024,Paid Ads
